,input_option,history_len,archi,iter_no,loss,accuracy,mean squared error
21,ev_ex_15_2_5_0_lstm__60,60,lstm,0,0.15634790062904358,0.9694868326187134,0.019925333559513092
22,ev_ex_15_2_5_0_gru__60,60,gru,0,0.15403270721435547,0.9694868326187134,0.01986069791018963
23,ev_nm_0_1_5_1_rnn__60,60,rnn,0,0.11800341308116913,0.9791955351829529,0.013884114101529121
24,ev_nm_0_1_5_1_lstm__60,60,lstm,0,0.11792619526386261,0.9791955351829529,0.013878080062568188
25,ev_nm_0_1_5_1_gru__60,60,gru,0,0.11567255109548569,0.9791955351829529,0.013706915080547333
26,ev_nm_15_2_5_1_rnn__60,60,rnn,0,0.15136846899986267,0.9722607731819153,0.018399419263005257
27,ev_nm_15_2_5_1_lstm__60,60,lstm,0,0.14264348149299622,0.9722607731819153,0.018165508285164833
28,ev_nm_15_2_5_1_gru__60,60,gru,0,0.15102460980415344,0.9722607731819153,0.01839577779173851
29,ev_ex_0_1_10_0_rnn__60,60,rnn,0,0.18738853931427002,0.962552011013031,0.024377936497330666
30,ev_ex_0_1_10_0_lstm__60,60,lstm,0,0.18105439841747284,0.962552011013031,0.02421645261347294
31,ev_ex_0_1_10_0_gru__60,60,gru,0,0.18749436736106873,0.962552011013031,0.024366147816181183
32,BaseLine,60,,1,0.0,0.9722607731819153,0.0651872381567955
